Xc,Yc,array
1392.6,16,11.255611419677734
1399.1999999999998,16,6.218639373779297
1405.8,16,14.99624252319336
1412.4,16,13.604747772216797
1419.0,16,18.362903594970703
1425.6,16,12.128727912902832
1432.1999999999998,16,18.727827072143555
1438.8,16,14.573275566101074
1445.4,16,11.29450798034668
1452.0,16,15.556389808654783
1458.6,16,15.88089370727539
1465.1999999999998,16,20.026657104492188
1471.8,16,13.52736473083496
1478.4,16,13.790823936462402
1485.0,16,18.30487823486328
1491.6,16,9.899269104003906
1498.1999999999998,16,14.144038200378418
1504.8,16,9.870537757873535
1511.4,16,16.33908462524414
1518.0,16,15.013941764831545
1524.6,16,11.778697967529297
1531.1999999999998,16,17.899246215820312
1537.8,16,24.856016159057617
1544.4,16,20.210960388183597
1551.0,16,37.181739807128906
1557.6,16,18.66378402709961
1564.1999999999998,16,24.656391143798828
1570.8,16,28.514802932739254
1577.4,16,27.967792510986328
1584.0,16,13.73193073272705
1590.6,16,9.028561592
1597.1999999999998,16,11.648959159851074
1603.8,16,19.032493591308597
1610.4,16,19.416547775268555
1617.0,16,14.879419326782228
1623.6,16,13.806342124938965
1630.1999999999998,16,19.099910736083984
1636.8,16,15.960535049438477
1643.4,16,10.940282821655272
1650.0,16,28.951396942138672
1656.6,16,12.312904357910156
1663.1999999999998,16,15.994671821594238
1669.8,16,12.252341270446776
1676.4,16,7.239563941955566
1683.0,16,19.86222267150879
1689.6,16,14.697649955749512
1696.1999999999998,16,17.352474212646484
1702.8,16,10.363207817077637
1709.4,16,14.087697982788086
1716.0,16,6.470270156860352
1722.6,16,3.565242052078247
1729.1999999999998,16,1.2988961935043335
1735.8,16,12.510886192321776
1742.4,16,9.495880126953123
1749.0,16,12.423852920532228
1755.6,16,8.574039459228516
1762.1999999999998,16,12.41195583343506
1768.8,16,11.368176460266112
1775.4,16,13.164525985717772
1782.0,16,9.990450859069824
1788.6,16,12.479762077331545
1795.1999999999998,16,11.504125595092772
1801.8,16,8.758060455322266
1808.4,16,17.59765625
1815.0,16,7.563882350921631
1821.6,16,13.623619079589844
1828.2,16,13.170247077941896
1834.8,16,9.889393806
1841.4,16,23.59912872314453
1848.0,16,20.196626663208008
1854.6,16,181.35550936073815
1861.2,16,15.039463996887209
1867.8,16,22.62482261657715
1874.4,16,19.09027862548828
1881.0,16,14.070317268371582
1887.6,16,8.89771843
1894.2,16,13.789019584655762
1900.8,16,34.99474334716797
1907.4,16,18.101015090942383
1914.0,16,14.176690101623535
1920.6,16,12.695606231689451
1927.2,16,31.942026138305664
1933.8,16,22.50215148925781
1940.4,16,16.708209991455078
1947.0,16,17.71131134033203
1953.6,16,32.913780212402344
1960.2,16,0.070360787
1966.8,16,0.7117030620574951
1973.4,16,0.058306336
1980.0,16,1.0807324647903442
1986.6,16,0.4274145066738128
1993.2,16,-0.292302668
1999.8,16,0.7191678881645203
2006.4,16,6.687437534332275
2013.0,16,155.88792419433594
2019.6,16,111.51604461669922
2026.2,16,163.91937255859375
2032.8,16,137.8259735107422
2039.4,16,105.75933837890624
2046.0,16,137.89385986328125
2052.6,16,181.35550936073815
2059.2,16,100.07325744628906
2065.7999999999997,16,29.28194999694824
2072.4,16,6.534553527832031
2079.0,16,10.552289962768556
2085.6,16,28.60243225097656
2092.2,16,15.197306632995604
2098.7999999999997,16,10.60881805419922
2105.4,16,9.271647453308104
2112.0,16,17.283246994018555
2118.6,16,16.503177642822266
2125.2,16,13.17002010345459
2131.7999999999997,16,14.958229064941406
2138.4,16,14.792322158813477
2145.0,16,19.35309600830078
2151.6,16,14.766449928283691
2158.2,16,15.645812034606934
2164.7999999999997,16,11.919961929321287
2171.4,16,15.25406265258789
2178.0,16,19.031465530395508
2184.6,16,10.709257125854492
2191.2,16,19.38123321533203
2197.7999999999997,16,14.279204368591309
2204.4,16,15.571943283081056
2211.0,16,12.017766952514648
2217.6,16,16.627544403076172
2224.2,16,15.925875663757324
2230.7999999999997,16,15.635143280029297
2237.4,16,43.842533111572266
2244.0,16,28.01683807373047
2250.6,16,95.21340179
2257.2,16,23.83016586303711
2263.7999999999997,16,17.473031997680664
2270.4,16,27.94171524047852
2277.0,16,25.40894317626953
2283.6,16,12.844856262207031
2290.2,16,17.78618812561035
2296.7999999999997,16,8.882109642028809
2303.4,16,17.737180709838867
2310.0,16,30.90215492248535
2316.6,16,24.476390838623047
2323.2,16,16.034950256347656
2329.7999999999997,16,12.118807792663574
2336.4,16,17.553606033325195
2343.0,16,14.711392402648926
2349.6,16,62.14844512939453
2356.2,16,20.92947196960449
2362.7999999999997,16,8.210084915161133
2369.4,16,12.389970779418944
2376.0,16,6.145228862762451
2382.6,16,12.751949310302734
2389.2,16,13.253485679626465
2395.7999999999997,16,13.329148292541504
2402.4,16,9.998059272766112
2409.0,16,13.015402793884276
2415.6,16,16.977981567382812
2422.2,16,0.927893043
2428.7999999999997,16,3.1746857166290283
2435.4,16,10.182855606079102
2442.0,16,10.924722671508787
2448.6,16,8.601283073425293
2455.2,16,11.543821334838867
2461.7999999999997,16,11.416675567626951
2468.4,16,6.491926193237305
2475.0,16,13.231335639953612
2481.6,16,8.355985641479492
2488.2,16,14.375988960266112
2494.7999999999997,16,12.714445114135742
2501.4,16,7.6767802238464355
2508.0,16,7.971742630004883
2514.6,16,22.25822257995605
2521.2,16,11.568117141723633
2527.7999999999997,16,9.795423508
2534.3999999999996,16,14.019648551940918
2541.0,16,18.900850296020508
2547.6,16,20.812469482421875
2554.2,16,154.6415252685547
2560.7999999999997,16,18.206899642944336
2567.3999999999996,16,20.72507667541504
2574.0,16,16.974864959716797
2580.6,16,20.31017494
2587.2,16,14.70278263092041
2593.7999999999997,16,14.531529426574709
2600.3999999999996,16,33.338077545166016
2607.0,16,6.397031307220459
2613.6,16,11.859381675720217
2620.2,16,14.525124549865724
2626.7999999999997,16,18.62948036193848
2633.3999999999996,16,12.444817543029783
2640.0,16,23.211191177368164
2646.6,16,28.88096046447754
2653.2,16,25.095474243164062
2659.7999999999997,16,-0.367568582
2666.3999999999996,16,0.5159813165664673
2673.0,16,-0.245654941
2679.6,16,1.0733314752578735
2686.2,16,2.3039751052856445
2692.7999999999997,16,0.1081654876470565
2699.3999999999996,16,1.2942461967468262
2706.0,16,3.615708589553833
2712.6,16,181.35550936073815
2719.2,16,130.70492553710938
2725.7999999999997,16,130.42446899414062
2732.3999999999996,16,159.42120361328125
2739.0,16,102.3775405883789
2745.6,16,163.60333251953125
2752.2,16,172.08822631835938
2758.7999999999997,16,137.5363006591797
2765.3999999999996,16,34.198726654052734
2772.0,16,19.400470733642575
2778.6,16,2.981022357940674
2785.2,16,17.894882202148438
2791.7999999999997,16,37.53342819213867
2798.3999999999996,16,15.35348129272461
2805.0,16,10.765447616577148
2811.6,16,12.713669776916504
2818.2,16,9.071420669555664
2824.7999999999997,16,18.79916000366211
2831.3999999999996,16,16.855369567871094
2838.0,16,11.03806972503662
2844.6,16,13.065860748291016
2851.2,16,15.110554695129396
2857.7999999999997,16,15.331669807434082
2864.3999999999996,16,9.799050331115724
2871.0,16,23.853504180908203
2877.6,16,26.773393630981445
2884.2,16,12.951006889343262
2890.7999999999997,16,15.284010887145996
2897.3999999999996,16,14.173725128173828
2904.0,16,12.862366676330566
2910.6,16,14.290634155273438
2917.2,16,14.657896995544434
2923.7999999999997,16,13.056687355041504
2930.3999999999996,16,15.73919677734375
2937.0,16,36.41128540039063
2943.6,16,37.06116485595703
2950.2,16,50.43395996
2956.7999999999997,16,28.27712631225586
2963.3999999999996,16,13.74989128112793
2970.0,16,26.937911987304688
2976.6,16,17.66636848449707
2983.2,16,13.016192436218262
2989.7999999999997,16,14.997191429138184
2996.3999999999996,16,14.76406955718994
3003.0,16,21.435596466064453
3009.6,16,55.0717659
3016.2,16,46.036468505859375
3022.7999999999997,16,12.739710807800291
3029.3999999999996,16,24.01732063293457
3036.0,16,15.508231163024902
3042.6,16,12.00151824951172
3049.2,16,98.68579864501952
3055.7999999999997,16,39.39682388305664
3062.3999999999996,16,19.007423400878903
3069.0,16,12.854909896850586
3075.6,16,10.404288291931152
3082.2,16,13.622567176818848
3088.7999999999997,16,8.432315826416016
3095.3999999999996,16,14.18777084350586
3102.0,16,10.060050964355469
3108.6,16,14.854873657226562
3115.2,16,11.792835235595703
3121.7999999999997,16,16.29039955
3128.3999999999996,16,3.732744216918945
3135.0,16,9.665319442749023
3141.6,16,10.97583293914795
3148.2,16,10.247475624084473
3154.7999999999997,16,14.158434867858888
3161.3999999999996,16,10.748698234558104
3168.0,16,10.73306369781494
3174.6,16,10.817758560180664
3181.2,16,12.912129402160645
3187.7999999999997,16,9.197612762451172
3194.3999999999996,16,17.12409019470215
3201.0,16,12.756775856018066
3207.6,16,12.92015552520752
3214.2,16,16.04203987121582
3220.7999999999997,16,13.47935676574707
3227.3999999999996,16,11.23533821105957
3234.0,16,9.177889823913574
3240.6,16,16.135828018188477
3247.2,16,14.783233642578123
3253.7999999999997,16,62.258277893066406
3260.3999999999996,16,19.204395294189453
3267.0,16,20.664724349975582
3273.6,16,6.533637523651123
3280.2,16,28.82073402404785
3286.7999999999997,16,16.46563148498535
3293.3999999999996,16,21.064706802368164
3300.0,16,13.538804054260254
3306.6,16,20.583192825317383
3313.2,16,14.861574172973633
3319.7999999999997,16,18.467552185058597
3326.3999999999996,16,20.785306930541992
3333.0,16,19.04078293
3339.6,16,35.446861267089844
3346.2,16,43.76276779174805
3352.7999999999997,16,11.665745735168455
3359.3999999999996,16,2.2342917919158936
3366.0,16,0.5935391187667847
3372.6,16,-0.247877121
3379.2,16,0.082083605
3385.7999999999997,16,1.0258036851882937
3392.3999999999996,16,0.070160508
3399.0,16,-0.155220613
3405.6,16,15.387216567993164
3412.2,16,181.35550936073815
3418.7999999999997,16,134.8156280517578
3425.3999999999996,16,157.54640197753906
3432.0,16,101.50555419921876
3438.6,16,148.17477416992188
3445.2,16,181.35550936073815
3451.7999999999997,16,152.33551025390625
3458.3999999999996,16,149.92295837402344
3465.0,16,29.51236724853516
3471.6,16,13.330029487609863
3478.2,16,4.220945835113525
3484.7999999999997,16,13.494183540344238
3491.3999999999996,16,79.89397430419922
3498.0,16,16.657197952270508
3504.6,16,15.041003227233888
3511.2,16,15.046829223632812
3517.7999999999997,16,14.764688491821287
3524.3999999999996,16,14.699854850769045
3531.0,16,15.148680686950684
3537.6,16,16.748655319213867
3544.2,16,19.73077774047852
3550.7999999999997,16,11.450267791748049
3557.3999999999996,16,13.396273612976074
3564.0,16,16.01228141784668
3570.6,16,18.382305145263672
3577.2,16,24.202157974243164
3583.7999999999997,16,12.383609771728516
3590.3999999999996,16,11.418248176574709
3597.0,16,11.018306732177734
3603.6,16,13.51906681060791
3610.2,16,16.421466827392578
3616.8,16,9.632797241210938
3623.4,16,5.446225166320801
3630.0,16,11.915681838989258
3636.6,16,23.072322845458984
3643.2,16,14.201292991638184
3649.8,16,43.99129104614258
3656.4,16,11.727778434753418
3663.0,16,11.34620189666748
3669.6,16,13.895171165466309
3676.2,16,30.754314422607425
3682.8,16,14.73568058013916
3689.4,16,15.215080261230469
3696.0,16,13.382475852966309
3702.6,16,28.673486709594727
3709.2,16,46.28794479370117
3715.8,16,30.926740646362305
3722.4,16,18.37691116333008
3729.0,16,12.062820434570312
3735.6,16,10.185446739196776
3742.2,16,10.768217086791992
3748.8,16,66.73110961914062
3755.4,16,53.62684631347656
3762.0,16,15.614656448364258
3768.6,16,9.798195838928224
3775.2,16,13.008081436157228
3781.8,16,15.011795043945312
3788.4,16,12.776636123657228
3795.0,16,13.060999870300291
3801.6,16,10.230817794799805
3808.2,16,12.213342666625977
3814.8,16,9.996937752
3821.4,16,30.843292236328125
3828.0,16,8.091066360473633
3834.6,16,16.908470153808594
3841.2,16,14.31872844696045
3847.8,16,13.070025444030762
3854.4,16,15.103185653686523
3861.0,16,8.529411315917969
3867.6,16,10.328295707702637
3874.2,16,16.73217773
3880.8,16,9.717790603637695
3887.4,16,12.517621040344238
3894.0,16,9.910208702087402
3900.6,16,17.985919952392578
3907.2,16,14.818713188171388
3913.8,16,22.85501480102539
3920.4,16,5.476961612701416
3927.0,16,12.264974594116213
3933.6,16,11.833518028259276
3940.2,16,17.30616569519043
3946.8,16,13.674715042114258
3953.4,16,26.319822311401367
3960.0,16,20.12832260131836
3966.6,16,12.02325726
3973.2,16,13.517338752746582
3979.8,16,21.91365623474121
3986.4,16,13.188701629638672
3993.0,16,48.71298599243164
3999.6,16,5.205024719238281
4006.2,16,42.13090515136719
4012.8,16,5.108148574829102
4019.4,16,8.902122497558594
4026.0,16,9.722576141357422
4032.6,16,23.530460357666016
4039.2,16,27.62607955932617
4045.8,16,24.376121520996097
4052.4,16,2.757343053817749
4059.0,16,0.6363909840583801
4065.6,16,1.1128716468811035
4072.2,16,0.2754563391208648
4078.8,16,1.380482792854309
4085.4,16,-0.201949403
4092.0,16,0.3107419013977051
4098.599999999999,16,7.125388145446777
4105.2,16,63.61168289
4111.8,16,92.83249664
4118.4,16,93.39918518066406
4125.0,16,118.38899993896484
4131.599999999999,16,181.35550936073815
4138.2,16,139.37637329101562
4144.8,16,109.51399993896484
4151.4,16,104.2601547241211
4158.0,16,181.35550936073815
4164.599999999999,16,10.722270011901855
4171.2,16,10.326496124267578
4177.8,16,1.7077800035476685
4184.4,16,3.2761929035186768
4191.0,16,80.31340026855469
4197.599999999999,16,8.667618751525879
4204.2,16,15.927936553955078
4210.8,16,11.755356788635254
4217.4,16,17.519771575927734
4224.0,16,10.801673889160156
4230.599999999999,16,13.456486701965332
4237.2,16,34.38903809
4243.8,16,21.05475616455078
4250.4,16,13.437190055847168
4257.0,16,13.680480003356934
4263.599999999999,16,15.385708808898926
4270.2,16,27.053396224975582
4276.8,16,25.19027328491211
4283.4,16,9.386848449707031
4290.0,16,13.54786491394043
4296.599999999999,16,18.03598022460937
4303.2,16,13.963682174682615
4309.8,16,17.416725158691406
4316.4,16,14.091885566711426
4323.0,16,10.571377754211426
4329.599999999999,16,11.191173553466797
4336.2,16,11.52061367034912
4342.8,16,11.032641410827637
4349.4,16,21.45601463317871
4356.0,16,16.982023239135742
4362.599999999999,16,14.453086853027344
4369.2,16,22.262535095214844
4375.8,16,25.112546920776367
4382.4,16,13.070634841918944
4389.0,16,14.394831657409668
4395.599999999999,16,12.31245231628418
4402.2,16,23.970674514770508
4408.8,16,46.482872009277344
4415.4,16,33.90467453
4422.0,16,16.312047958374023
4428.599999999999,16,14.484685897827148
4435.2,16,18.92340469360352
4441.8,16,18.901586532592773
4448.4,16,43.209129333496094
4455.0,16,80.89377594
4461.599999999999,16,11.435293197631836
4468.2,16,11.244243621826172
4474.8,16,11.851977348327637
4481.4,16,10.289837837219238
4488.0,16,11.281927108764648
4494.599999999999,16,8.459401131
4501.2,16,8.973260879516602
4507.8,16,12.030701637268066
4514.4,16,11.039085388183594
4521.0,16,15.143903732299805
4527.599999999999,16,12.30295181274414
4534.2,16,8.146057129
4540.8,16,13.371456146240234
4547.4,16,10.502938270568848
4554.0,16,10.42276668548584
4560.599999999999,16,15.727025032043455
4567.2,16,16.419761657714844
4573.8,16,11.428215026855469
4580.4,16,11.78615379333496
4587.0,16,9.661354064941406
4593.599999999999,16,10.134217262268066
4600.2,16,10.907610893249512
4606.8,16,8.45633316
4613.4,16,20.386653900146484
4620.0,16,9.683763504
4626.599999999999,16,9.133560180664062
4633.2,16,4.601337432861328
4639.8,16,11.43795680999756
4646.4,16,13.445253372192385
4653.0,16,13.35012149810791
4659.599999999999,16,17.436365127563477
4666.2,16,8.643483162
4672.8,16,16.555744171142578
4679.4,16,27.095836639404297
4686.0,16,5.772563457489014
4692.599999999999,16,55.49370956420898
4699.2,16,0.2711471915245056
4705.8,16,32.64371490478516
4712.4,16,0.4547281265258789
4719.0,16,8.312637329101562
4725.599999999999,16,11.373812675476074
4732.2,16,46.23460006713867
4738.8,16,5.454951286315918
4745.4,16,11.469757080078123
4752.0,16,3.749524354934693
4758.599999999999,16,0.163337305
4765.2,16,0.998401403
4771.8,16,-0.128356889
4778.4,16,0.032735165
4785.0,16,0.2881879806518554
4791.599999999999,16,0.2870790660381317
4798.2,16,18.10574150085449
4804.8,16,97.88318634033205
4811.4,16,44.22515106201172
4818.0,16,35.27594757080078
4824.599999999999,16,58.71916961669922
4831.2,16,102.58006286621094
4837.8,16,97.13127136230467
4844.4,16,107.47151947021484
4851.0,16,51.08163833618164
4857.599999999999,16,131.4036102294922
4864.2,16,5.1136980056762695
4870.8,16,1.7559895515441897
6.6,32,0.8326641321182251
13.2,32,3.2278683185577397
19.799999999999997,32,34.297149658203125
26.4,32,5.262762546539307
33.0,32,17.456693649291992
39.599999999999994,32,17.04572105407715
46.2,32,13.45919704437256
52.8,32,9.126069068908691
59.4,32,17.494409561157227
66.0,32,35.45172119140625
72.6,32,16.813474655151367
79.19999999999999,32,17.157352447509766
85.8,32,17.068504333496094
92.4,32,12.103934288024902
99.0,32,30.15007209777832
105.6,32,18.40526772
112.2,32,11.409183502197266
118.8,32,15.093279838562012
125.4,32,21.729143142700195
132.0,32,21.58642578
138.6,32,12.436054229736328
145.2,32,9.457129478
151.79999999999998,32,10.21096420288086
158.39999999999998,32,9.529108047485352
165.0,32,10.069554328918455
171.6,32,13.12531852722168
178.2,32,19.549022674560547
184.8,32,31.93272018432617
191.4,32,13.883756637573242
198.0,32,17.621545791625977
204.6,32,20.12792205810547
211.2,32,16.941301345825195
217.8,32,11.586999893188477
224.4,32,15.329178810119627
231.0,32,30.72373962402344
237.6,32,28.434467315673828
244.2,32,48.08987808227539
250.8,32,27.179479598999023
257.4,32,12.042065620422363
264.0,32,19.88466453552246
270.59999999999997,32,18.47221946716309
277.2,32,22.14868927001953
283.8,32,19.344165802001957
290.4,32,21.016647338867188
297.0,32,13.110836029052734
303.59999999999997,32,12.50685977935791
310.2,32,18.131580352783203
316.79999999999995,32,9.293457984924316
323.4,32,9.142365456
330.0,32,15.138782501220703
336.59999999999997,32,3.4546563625335693
343.2,32,9.319784164428713
349.79999999999995,32,14.264689445495604
356.4,32,5.661102771759033
363.0,32,7.604069232940674
369.6,32,7.484135627746582
376.2,32,9.753730774
382.7999999999999,32,11.558531761169434
389.4,32,13.92609405517578
396.0,32,6.554856777191162
402.6,32,7.437107086181641
409.2,32,11.287870407104492
415.7999999999999,32,11.683965682983398
422.4,32,9.675750732421877
429.0,32,17.410934448242188
435.6,32,11.117283821105955
442.2,32,20.766611099243164
448.7999999999999,32,7.884391308
455.4,32,10.457320213317873
462.0,32,11.80220890045166
468.6,32,10.650471687316896
475.2,32,9.376167297
481.7999999999999,32,14.03445053100586
488.4,32,13.022421836853027
495.0,32,9.580890655517578
501.6,32,20.62511635
508.2,32,32.988800048828125
514.8,32,1.5109082460403442
521.4,32,29.090614318847656
528.0,32,0.6252771615982056
534.6,32,6.066298484802246
541.1999999999999,32,0.3563785254955292
547.8,32,14.004179000854492
554.4,32,34.45946121
561.0,32,66.48505401611328
567.6,32,1.095348834991455
574.1999999999999,32,3.1739931106567383
580.8,32,1.996682286262512
587.4,32,2.500349998474121
594.0,32,1.1289184093475342
600.6,32,0.3406792283058166
607.1999999999999,32,0.4233724772930145
613.8,32,0.4210108518600464
620.4,32,0.1775780022144317
627.0,32,45.33588409423828
633.5999999999999,32,92.71455383
640.1999999999999,32,31.33370018005371
646.8,32,11.947409629821776
653.4,32,21.16861724853516
660.0,32,42.95478057861328
666.5999999999999,32,96.45677947998048
673.1999999999999,32,123.77185821533205
679.8,32,11.244163513183594
686.4,32,42.18239974975586
693.0,32,2.665670871734619
699.5999999999999,32,0.035787232
706.1999999999999,32,0.054482538
712.8,32,6.037459850311279
719.4,32,8.908932686
726.0,32,1.487276554107666
732.5999999999999,32,11.16639804840088
739.1999999999999,32,13.72485065460205
745.8,32,18.82798194885254
752.4,32,17.060943603515625
759.0,32,13.73532009124756
765.5999999999999,32,39.79156494140625
772.1999999999999,32,10.927619934082031
778.8,32,13.915518760681152
785.4,32,9.246289253234863
792.0,32,18.08726119995117
798.5999999999999,32,27.21452522277832
805.1999999999999,32,20.22947883605957
811.8,32,10.044907569885254
818.4,32,15.88974380493164
825.0,32,16.434526443481445
831.5999999999999,32,12.975184440612791
838.1999999999999,32,11.826422691345217
844.8,32,17.440635681152344
851.4,32,17.27131462097168
858.0,32,21.877721786499023
864.5999999999999,32,13.370680809020996
871.1999999999999,32,14.001128196716309
877.8,32,15.889037132263184
884.4,32,67.70578002929688
891.0,32,21.155122756958008
897.5999999999999,32,15.189400672912598
904.2,32,18.591175079345703
910.8,32,14.47854995727539
917.4,32,13.114667892456056
924.0,32,16.107810974121094
930.6,32,30.665647506713867
937.2,32,29.527530670166016
943.8,32,34.40019226074219
950.4,32,30.666934967041016
957.0,32,22.532617568969727
963.6,32,15.512486457824709
970.2,32,10.024922370910645
976.8,32,14.810953140258787
983.4,32,14.369739532470703
990.0,32,12.16759967803955
996.6,32,16.558216094970703
1003.2,32,9.313645362854004
1009.8,32,9.393424987792969
1016.4,32,10.82449722290039
1023.0,32,7.933801174163818
1029.6,32,12.696308135986328
1036.2,32,8.740726470947266
1042.8,32,12.649406433105469
1049.4,32,15.962003707885742
1056.0,32,6.095728397369385
1062.6,32,12.892861366271973
1069.2,32,8.820654869
1075.8,32,7.184297085
1082.4,32,13.133163452148438
1089.0,32,8.766020774841309
1095.6,32,10.613242149353027
1102.2,32,6.017360687255859
1108.8,32,13.39397907
1115.4,32,14.922207832336426
1122.0,32,12.52889347076416
1128.6,32,9.958106994628906
