x,y
14.23641586303711,132989.7031
11.659232139587402,122074.5469
10.894044876098633,125700.0469
23.980466842651367,127999.4141
18.08850479125977,131859.0313
13.231414794921877,134689.2344
9.072885513305664,115745.3516
15.61289119720459,138552.4375
21.26338005065918,133430.2969
6.555461406707764,114927.7422
13.749747276306152,117408.7422
26.23872756958008,142169.7656
14.485941886901855,122221.4063
14.01229190826416,130541.875
17.994068145751953,132201.125
16.17477035522461,121807.6953
30.185258865356445,124470.1641
11.033059120178224,138438.3906
12.205641746520996,123266.8594
31.68353843688965,152061.2969
15.839529037475586,112500.0625
17.03502655029297,127596.4375
20.82201385498047,123629.125
22.54151725769043,138248.7813
15.770886421203612,119563.0313
12.620599746704102,123336.3281
27.95343399047852,115084.8125
10.406251907348633,138232.75
13.181949615478516,123012.75
14.969852447509766,135450.0313
16.409793853759766,111348.1875
11.872776985168455,128195.625
7.578144073486328,109983.4766
18.55925941467285,119575.7969
11.17663860321045,122197.7031
23.240535736083984,132356.4219
13.557088851928713,128666.9844
25.94354248046875,139646.1719
18.523664474487305,138976.75
12.950726509094238,167943.5625
7.441211223602295,133473.2656
10.419296264648438,117759.4219
15.936408042907717,138469.4531
12.43762493133545,133727.3594
13.83724880218506,140780.0625
17.09555435180664,123330.5703
15.950210571289062,118535.5078
2.3587679862976074,7514.256836
0.2406539618968963,1004.842041015625
10.756293296813965,11048.09961
25.70801926,88595.69531
12.597947120666504,124847.0859
13.639753341674805,133125.2813
9.44554615,118813.625
12.331276893615724,126176.25
8.281099319458008,121062.7969
12.427058219909668,117519.875
10.544761657714844,135372.25
11.63981819152832,132131.75
10.24300765991211,126769.9531
8.890637397766113,138492.7188
12.515400886535645,127189.7734
5.690897941589356,116084.2813
25.23634147644043,145506.9375
10.348995208740234,135007.0
12.493257522583008,125705.1328
17.89873504638672,105296.9453
79.24910736083984,92860.5
141.1448516845703,129455.5
13.002938270568848,129194.0078
17.86432647705078,119067.2344
8.301025391,120912.3281
11.908098220825195,139981.7344
7.7839436531066895,109964.3516
11.866989135742188,101350.9375
16.68674087524414,125366.2109
11.642157554626465,127263.6563
27.556339263916016,143168.5625
22.379758834838867,126257.25
28.11333656311035,74081.05469
31.373735427856445,124089.4688
15.454268455505373,141343.6719
13.652704238891602,125367.7734
39.20396805,113396.4063
-0.222937927,5127.233398
1.0751107931137085,190.75575256347656
0.782410204,211.3120574951172
2.3207249641418457,99.98304748535156
0.088925228,89.49576568603516
-0.398836821,114.02369689941406
4.280498027801514,676.6758422851562
43.90001678466797,64289.14844
119.50943756103516,203095.0313
67.67628479003906,198349.1719
161.4219207763672,224169.125
169.0863800048828,216218.7344
141.41957092285156,160904.6719
85.95418548583984,137653.4688
107.77572631835938,67241.07031
16.69262695,21759.88867
8.330993652,27170.33789
1.7472542524337769,3370.204102
39.77829360961914,65108.83203
20.634849548339844,137342.0313
10.21648406982422,134911.0781
6.238518238067627,122040.3594
12.737800598144531,126396.1719
14.60584545135498,123188.0469
18.459741592407227,129588.1797
7.303746223449707,209214.5
12.861334800720217,145550.9219
16.516748428344727,121963.4609
16.04961395263672,127224.3906
9.448089599609377,119242.8984
15.144749641418455,133665.9063
11.108095169067385,127305.2266
7.55877161,116954.9063
17.99897575378418,138674.4531
20.445894241333008,137397.1875
22.968101501464844,116384.7109
11.815640449523926,154330.6094
11.973847389221191,179438.25
12.94465446472168,90821.10938
21.255565643310547,135814.0156
12.254955291748049,131599.4375
13.536660194396973,121811.3516
23.40215301513672,130673.9844
14.224458694458008,136526.5938
23.31825828552246,131415.9844
19.243566513061523,114128.4688
21.93610382080078,124185.1641
13.761314392089844,131768.8281
25.94114875793457,145846.9688
12.475183486938477,117056.9922
15.2056303,137202.6563
20.03855323791504,133491.125
17.156744,134728.3594
13.15329647064209,134651.375
10.310622215270996,113996.7109
16.768850326538086,111859.5234
15.251875877380373,150533.125
10.72620677947998,124996.1094
11.923202514648438,168055.4531
26.839208602905277,128810.0938
11.437825202941896,128849.25
12.288375854492188,118264.2891
14.30249309539795,123886.375
